Car Model,Condition,Mileage,Price (USD),Monthly Payment,Dealer Name,Year,brand,Mileage_mi,Condition_car
2024 Audi Q7 45 Premium,Used,9648,52999.0,996.0,Audi Morton Grove,2024,Audi,9648.0,Used
2025 Hyundai Tucson SE,New,,31555.0,593.0,Wilkins Hyundai,2025,Hyundai,,New
2016 Land Rover Range Rover 3.0L Supercharged HSE,Used,73290,23995.0,451.0,Ali Luxury Motors,2016,Land Rover,73290.0,Used
2024 Ford Bronco Badlands,New,,56443.0,1061.0,Willowbrook Ford Kia,2024,Ford,,New
2024 Ford Bronco Outer Banks,New,,47061.0,885.0,Packey Webb Ford,2024,Ford,,New
2022 Ford Explorer Limited,Used,47758,28990.0,545.0,Phillips Chevrolet of Lansing,2022,Ford,47758.0,Used
2024 Ford Bronco Big Bend,New,,45983.0,864.0,Joe Rizza Ford Lincoln,2024,Ford,,New
2024 Volkswagen Atlas Cross Sport 2.0T SE w/Technology,New,,38340.0,721.0,Volkswagen of Orland Park,2024,Volkswagen,,New
2024 Ford Ranger XLT,New,,44930.0,845.0,Highland Park Ford Lincoln,2024,Ford,,New
2019 GMC Sierra 1500 SLT,Used,102484,31725.0,596.0,Napleton's Schaumburg Buick GMC,2019,GMC,102484.0,Used
2025 Mercedes-Benz Sprinter 2500 4MATIC,New,,73663.0,1385.0,Mercedes-Benz of Hoffman Estates,2025,Mercedes-Benz,,New
2025 INFINITI QX60 Luxe,New,,60498.0,1137.0,INFINITI of Hoffman Estates,2025,INFINITI,,New
2025 Acura Integra A-SPEC,New,,36795.0,692.0,Arlington Acura in Palatine,2025,Acura,,New
2024 INEOS Grenadier Trialmaster,New,,74215.0,1395.0,Knauz Ineos Grenadier of Lake Bluff,2024,INEOS,,New
2025 Volkswagen Atlas 2.0T Peak Edition,New,,45841.0,862.0,Bill Jacobs VW,2025,Volkswagen,,New
2025 Audi Q5 40 Premium Plus,New,,53625.0,1008.0,Fletcher Jones Audi,2025,Audi,,New
2025 Audi Q5 45 S line Premium,New,,53100.0,998.0,Fletcher Jones Audi,2025,Audi,,New
2022 Hyundai Tucson Hybrid Blue,Used,54374,23998.0,451.0,CarMax Southwest Freeway,2022,Hyundai,54374.0,Used
2024 BMW X4 XDrive30i,Used,24974,44998.0,846.0,CarMax Lynnwood,2024,BMW,24974.0,Used
2025 Ford Explorer Active,New,,44862.0,843.0,Napleton Ford of Oak Lawn,2025,Ford,,New
2025 Chevrolet Equinox LT,New,,35230.0,662.0,Jennings Chevy / VW,2025,Chevrolet,,New
2013 Audi Q7 3.0T Premium Plus,Used,101750,10995.0,207.0,Access Automotive,2013,Audi,101750.0,Used
2025 BMW X7 xDrive40i,New,,91100.0,1712.0,Laurel BMW of Westmont,2025,BMW,,New
2015 Lexus ES 350 Crafted Line,Used,58085,20000.0,376.0,Napleton Porsche of Westmont,2015,Lexus,58085.0,Used
2013 Hyundai Elantra GT Base,Used,68488,7995.0,150.0,Cars147.com,2013,Hyundai,68488.0,Used
2025 Hyundai Palisade SE,New,,40094.0,754.0,Castle Hyundai Downers Grove,2025,Hyundai,,New
2025 Hyundai Elantra SE,New,,23459.0,441.0,Family Hyundai,2025,Hyundai,,New
2025 Jeep Grand Cherokee Laredo,New,,44268.0,832.0,Bettenhausen Chrysler Dodge Jeep RAM,2025,Jeep,,New
2025 Chevrolet Equinox 1LT,New,,30295.0,569.0,Bill Kay Chevrolet,2025,Chevrolet,,New
2025 Genesis G70 2.5T,New,,50885.0,956.0,Genesis of Highland Park,2025,Genesis,,New
2025 Honda Civic Sport,New,,26550.0,499.0,Bosak Honda,2025,Honda,,New
2024 Audi S6 2.9T quattro Premium,New,,93215.0,1752.0,Audi Hoffman Estates,2024,Audi,,New
2024 Jeep Grand Cherokee L Laredo,New,,42020.0,790.0,Bettenhausen Chrysler Dodge Jeep RAM,2024,Jeep,,New
2025 Acura Integra Base,New,,34795.0,654.0,Arlington Acura in Palatine,2025,Acura,,New
2025 Acura Integra A-Spec,New,,36795.0,692.0,Advantage Acura of Naperville,2025,Acura,,New
2002 Nissan Xterra XE,Used,129912,5500.0,103.0,Berman Nissan of Chicago,2002,Nissan,129912.0,Used
2010 INFINITI G37x Base,Used,143825,8995.0,169.0,Luxury Motors Credit,2010,INFINITI,143825.0,Used
2018 Audi RS 3 2.5T,Used,59250,37008.0,696.0,The Autobarn Volkswagen of Countryside,2018,Audi,59250.0,Used
2019 Volkswagen Jetta GLI S,Used,21529,21998.0,413.0,CarMax Jackson (MS),2019,Volkswagen,21529.0,Used
2024 RAM 1500 Rebel,Used,1668,56998.0,1071.0,CarMax Tucson - East,2024,RAM,1668.0,Used
2009 Toyota Matrix S,Used,137751,7799.0,147.0,Your Choice Auto Sales of Posen,2009,Toyota,137751.0,Used
2015 Volvo XC70 T6 Premier Plus,Used,107683,14999.0,282.0,Your Choice Auto Sales of Posen,2015,Volvo,107683.0,Used
2021 Audi e-tron Sportback Prestige,Used,51289,29250.0,550.0,Gmotorcars Commercial Truck,2021,Audi,51289.0,Used
2012 MINI Cooper S Base,Used,86045,7450.0,140.0,Chicago Motor Credit,2012,MINI,86045.0,Used
2022 Honda CR-V AWD Touring,Used,50971,27250.0,512.0,Zeigler Chrysler Dodge Jeep Ram of Downers Grove,2022,Honda,50971.0,Used
2024 Chevrolet Trailblazer LS,New,,22960.0,432.0,Jerry Haggerty Chevrolet,2024,Chevrolet,,New
2013 Audi RS 5 4.2,Used,56671,28995.0,545.0,Greater Chicago Motors,2013,Audi,56671.0,Used
2025 RAM ProMaster 3500 High Roof,New,,53725.0,1010.0,DuPage CDJR,2025,RAM,,New
2018 Lexus LS 500 Base,Used,39014,45455.0,854.0,Autos of Chicago,2018,Lexus,39014.0,Used
2024 Chevrolet Colorado Z71,New,,45697.0,859.0,Dick Wickstrom Chevrolet,2024,Chevrolet,,New
2007 Honda S2000 Base,Used,7264,54800.0,1030.0,Diamond Motorworks,2007,Honda,7264.0,Used
2015 Mitsubishi Lancer Evolution GSR,Used,34585,37900.0,712.0,Exotic Motors,2015,Mitsubishi,34585.0,Used
2022 Lexus NX 250 Premium,Used,29914,39995.0,752.0,Woodfield Lexus,2022,Lexus,29914.0,Used
2024 BMW ALPINA XB7 ALPINA XB7,Used,10304,121999.0,2293.0,Mercedes-Benz of Hoffman Estates,2024,BMW,10304.0,Used
2022 Lexus RX 350L Base,Used,34483,41690.0,784.0,Bettenhausen Chrysler Dodge Jeep RAM,2022,Lexus,34483.0,Used
2019 Hyundai Sonata SE,Used,73448,13499.0,254.0,West Chicago Auto Mall,2019,Hyundai,73448.0,Used
2016 Hyundai Sonata SE,Used,67999,11802.0,222.0,Kia of Lincolnwood,2016,Hyundai,67999.0,Used
2025 RAM ProMaster 2500 Tradesman,New,,55090.0,1036.0,Sherman Dodge Chrysler Jeep RAM,2025,RAM,,New
2019 Dodge Durango GT Plus,Used,51450,26998.0,507.0,CarMax Edison,2019,Dodge,51450.0,Used
2017 Mercedes-Benz E-Class,Used,57710,23998.0,451.0,CarMax Columbus,2017,Mercedes-Benz,57710.0,Used
2024 Ford Bronco Badlands,New,,64112.0,1205.0,Golf Mill Ford,2024,Ford,,New
2016 Hyundai Sonata SE,Used,86443,10436.0,196.0,Napleton Honda of Morton Grove,2016,Hyundai,86443.0,Used
2018 Hyundai Sonata ECO,Used,54628,16695.0,314.0,DriveTime of South Chicago,2018,Hyundai,54628.0,Used
2025 Acura Integra A-Spec Tech Package,New,,39195.0,737.0,Joe Rizza Acura,2025,Acura,,New
2013 Hyundai Sonata Limited,Used,104161,8958.0,168.0,Gregory Hyundai,2013,Hyundai,104161.0,Used
2022 Hyundai Sonata SE,Hyundai Certified,26693,17417.0,327.0,Gregory Hyundai,2022,Hyundai,26693.0,Certified
2015 Audi A4 2.0T Premium Plus,Used,45891,15987.0,301.0,The Audi Exchange,2015,Audi,45891.0,Used
2025 Chevrolet Equinox 1LT,New,,29995.0,564.0,Dick Wickstrom Chevrolet,2025,Chevrolet,,New
2022 Hyundai Sonata Limited,Used,8978,24750.0,465.0,Acura Highland Park,2022,Hyundai,8978.0,Used
2018 Hyundai Sonata SEL,Used,84680,15998.0,301.0,CarMax Schaumburg,2018,Hyundai,84680.0,Used
2019 Hyundai Sonata Limited,Used,133883,10483.0,197.0,Napleton's Palatine Mazda,2019,Hyundai,133883.0,Used
2024 Hyundai Sonata SEL,Hyundai Certified,4548,28298.0,532.0,Hyundai of Palatine,2024,Hyundai,4548.0,Certified
2024 Hyundai Sonata SEL,Used,4990,26000.0,489.0,Chevrolet of Palatine,2024,Hyundai,4990.0,Used
2012 Hyundai Sonata SE,Used,163196,6291.0,118.0,Silver Auto Sales Inc.,2012,Hyundai,163196.0,Used
2016 Hyundai Sonata Sport,Used,109444,9992.0,188.0,Silver Auto Sales Inc.,2016,Hyundai,109444.0,Used
2022 Volkswagen Passat 2.0T SE,Used,59978,14999.0,282.0,West Chicago Auto Mall,2022,Volkswagen,59978.0,Used
2024 Chevrolet Trax LT,Used,25362,23200.0,436.0,Kingdom Chevrolet,2024,Chevrolet,25362.0,Used
2024 Ford Ranger XLT,New,,41219.0,775.0,Zeigler Ford of North Riverside,2024,Ford,,New
2018 BMW X2 SDrive28i,Used,47050,20998.0,395.0,CarMax Phoenix-West Valley,2018,BMW,47050.0,Used
2020 BMW 330 xDrive,Used,51037,23950.0,450.0,Ed Napleton Honda,2020,BMW,51037.0,Used
2019 Chevrolet Cruze LT,Used,54336,15998.0,301.0,CarMax Laurel,2019,Chevrolet,54336.0,Used
2024 Ford Bronco Wildtrak,New,,62184.0,1169.0,Napleton Ford of Oak Lawn,2024,Ford,,New
2025 Kia Soul LX,New,,22270.0,419.0,Ed Napleton Acura Kia,2025,Kia,,New
2025 Mercedes-Benz AMG GLA 35 Base,Mercedes-Benz Certified,413,55919.0,1051.0,Autohaus on Edens,2025,Mercedes-Benz,413.0,Certified
2025 Jeep Grand Cherokee Limited,New,,50400.0,947.0,Bettenhausen Chrysler Dodge Jeep RAM,2025,Jeep,,New
2022 Audi A4 45 S line Premium Plus,Used,49724,25200.0,474.0,INFINITI of Orland Park A Zeigler Auto Group Company,2022,Audi,49724.0,Used
2025 Chevrolet Equinox 1LT,New,,30995.0,583.0,Jerry Haggerty Chevrolet,2025,Chevrolet,,New
2024 Chevrolet Equinox 1LT,Used,23341,22443.0,422.0,Tasca Chevrolet Wheeling,2024,Chevrolet,23341.0,Used
2025 Hyundai Tucson SEL Convenience,New,,34428.0,647.0,Patrick Hyundai of Schaumburg,2025,Hyundai,,New
2025 Kia Seltos EX,New,,29450.0,554.0,Schaumburg Kia,2025,Kia,,New
2024 Chevrolet Colorado WT,New,,33610.0,632.0,Garber Chevrolet Highland,2024,Chevrolet,,New
2025 Dodge Durango GT Plus,New,,51975.0,977.0,Zeigler Chrysler Dodge Jeep Ram of Schaumburg,2025,Dodge,,New
2025 Nissan Pathfinder SV,New,,43729.0,822.0,Woodfield Nissan,2025,Nissan,,New
2025 Cadillac LYRIQ Luxury w/1SD,New,,65745.0,1236.0,Arnie Bauer Cadillac,2025,Cadillac,,New
2025 INFINITI QX60 Luxe,New,,59004.0,1109.0,INFINITI of Naperville,2025,INFINITI,,New
2025 Mercedes-Benz GLE-Class GLE 450e,New,,88170.0,1657.0,Mercedes-Benz of Chicago,2025,Mercedes-Benz,,New
2025 Jeep Grand Cherokee Laredo,New,,36470.0,686.0,Marino Chrysler Jeep Dodge RAM,2025,Jeep,,New
2025 Volkswagen Atlas Cross Sport 2.0T SEL Premium R-Line,New,,51262.0,964.0,Volkswagen of Oak Lawn,2025,Volkswagen,,New
2020 BMW X2 SDrive28i,Used,41272,21998.0,413.0,CarMax Murrieta,2020,BMW,41272.0,Used
2023 Ford Edge SEL,Used,36448,22890.0,430.0,Sherman Dodge Chrysler Jeep RAM,2023,Ford,36448.0,Used
2019 Chevrolet Silverado 1500 Custom,Used,66354,29995.0,564.0,Baha Auto Group Inc.,2019,Chevrolet,66354.0,Used
2016 FIAT 500X Easy,Used,31709,15998.0,301.0,CarMax Murfreesboro,2016,FIAT,31709.0,Used
2017 Toyota RAV4 LE,Used,50361,21998.0,413.0,CarMax Hillside (Eisenhower Expy),2017,Toyota,50361.0,Used
2024 Volkswagen Tiguan 2.0T SE R-Line Black,New,,32979.0,620.0,The Autobarn Volkswagen of Countryside,2024,Volkswagen,,New
2025 Audi Q5 45 S line Premium Plus,New,,58175.0,1093.0,Audi Westmont,2025,Audi,,New
2025 Lincoln Corsair Grand Touring,New,,61210.0,1151.0,Ogden Lincoln Of Westmont,2025,Lincoln,,New
2013 Ford Focus SE,Used,76702,6950.0,131.0,Chicago Motor Credit,2013,Ford,76702.0,Used
2024 Volkswagen Atlas Cross Sport 2.0T SEL,New,,44921.0,844.0,Volkswagen of Palatine,2024,Volkswagen,,New
2022 Honda Passport Elite,Used,36061,33655.0,633.0,Phillips Chevrolet of Lansing,2022,Honda,36061.0,Used
2025 Hyundai Tucson Limited,New,,41340.0,777.0,Webb Hyundai Highland,2025,Hyundai,,New
2024 Lincoln Navigator Reserve,New,,99053.0,1862.0,Napleton Lincoln of Schaumburg,2024,Lincoln,,New
2025 Dodge Durango GT AWD,New,,40182.0,755.0,Napleton's Arlington Heights Chrysler Dodge Jeep RAM,2025,Dodge,,New
2025 Honda Ridgeline RTL,New,,45080.0,847.0,Gerald Honda of Matteson,2025,Honda,,New
2024 Jeep Grand Cherokee L Laredo,New,,43350.0,815.0,Bettenhausen Chrysler Dodge Jeep RAM,2024,Jeep,,New
2024 GMC Yukon XL SLT,New,,72000.0,1353.0,Woody Buick GMC Naperville,2024,GMC,,New
2025 Nissan Versa 1.6 S,New,,21325.0,401.0,Berman Nissan of Chicago,2025,Nissan,,New
2024 Volkswagen Tiguan 2.0T SE R-Line Black 4MOTION,New,,34215.0,643.0,City Volkswagen of Chicago,2024,Volkswagen,,New
2016 Dodge Charger SRT 392,Used,48227,34888.0,656.0,iCars Chicago,2016,Dodge,48227.0,Used
2017 Chevrolet Impala LT,Used,18178,21998.0,413.0,CarMax Tampa,2017,Chevrolet,18178.0,Used
2019 Hyundai Sonata Sport,Used,76352,17998.0,338.0,CarMax Charleston,2019,Hyundai,76352.0,Used
2024 Ford Escape Active,New,,33374.0,627.0,Westfield Ford,2024,Ford,,New
2024 Chevrolet Colorado Z71,New,,41385.0,778.0,Advantage Chevrolet,2024,Chevrolet,,New
2016 Hyundai Santa Fe Sport,Used,73315,14998.0,282.0,CarMax Hillside (Eisenhower Expy),2016,Hyundai,73315.0,Used
2023 Toyota 4Runner SR5,Used,29592,39971.0,751.0,Continental Toyota,2023,Toyota,29592.0,Used
2024 Acura RDX Advance Package,New,,54100.0,1017.0,Ed Napleton Acura Kia,2024,Acura,,New
2021 Mercedes-Benz C-Class 4MATIC Sedan,Used,60969,24997.0,470.0,Napleton River Oaks Hyundai Kia,2021,Mercedes-Benz,60969.0,Used
2018 Land Rover Range Rover 5.0L Supercharged Autobiography,Used,57933,45795.0,861.0,Haus of Imports,2018,Land Rover,57933.0,Used
2021 Cadillac CT4 V-Series,Cadillac Certified,44994,33898.0,637.0,"Napleton Cadillac of Northbrook, Rolls-Royce Motor Cars Northbrook, Bentley Northbrook",2021,Cadillac,44994.0,Certified
2025 Acura Integra A-Spec Package,New,,36795.0,692.0,Joe Rizza Acura,2025,Acura,,New
2025 Hyundai Tucson SE,New,,31528.0,593.0,Family Hyundai,2025,Hyundai,,New
2024 Volkswagen Atlas Cross Sport 2.0T SE w/Technology,New,,39060.0,734.0,Castle Volkswagen Downers Grove,2024,Volkswagen,,New
2025 Genesis GV70 3.5T Sport,New,,67010.0,1260.0,Genesis of Schaumburg,2025,Genesis,,New
2019 Honda Civic Sport,Used,106458,19998.0,376.0,CarMax Tinley Park,2019,Honda,106458.0,Used
2025 Nissan Altima SV,New,,27656.0,520.0,Woodfield Nissan,2025,Nissan,,New
2025 Cadillac XT5 Premium Luxury,New,,60960.0,1146.0,Cadillac of Naperville,2025,Cadillac,,New
2024 Ford Escape SE,New,,38642.0,726.0,Fair Oaks Ford,2024,Ford,,New
2014 Maserati Ghibli S Q4,Used,86287,14995.0,282.0,Blue Sky Auto Sales - Brighton Park,2014,Maserati,86287.0,Used
2024 Ford Bronco Badlands,New,,60960.0,1146.0,Al Piemonte Ford,2024,Ford,,New
2025 Ford Explorer ST,New,,62040.0,1166.0,Westfield Ford,2025,Ford,,New
2024 Ford Edge SEL,Used,19021,26998.0,507.0,CarMax Escondido,2024,Ford,19021.0,Used
2023 BMW X1 XDrive28i,Used,30641,30998.0,583.0,CarMax Colorado Springs,2023,BMW,30641.0,Used
2024 Ford Escape ST-Line Select,New,,40585.0,763.0,Westfield Ford,2024,Ford,,New
2021 Mercedes-Benz C-Class 4MATIC Sedan,Mercedes-Benz Certified,29473,28695.0,539.0,Mercedes-Benz of Westmont,2021,Mercedes-Benz,29473.0,Certified
2022 Audi Q7 45 Premium,Used,32284,35154.0,661.0,Audi Westmont,2022,Audi,32284.0,Used
2025 Kia Seltos EX,New,,30168.0,567.0,Willowbrook Ford Kia,2025,Kia,,New
2025 Ford Explorer ST,New,,53921.0,1014.0,Packey Webb Ford,2025,Ford,,New
2025 GMC Terrain AWD Elevation,New,,32375.0,609.0,Bill Kay Buick GMC,2025,GMC,,New
2018 Honda Odyssey Elite,Used,71183,26988.0,507.0,Honda of Lisle,2018,Honda,71183.0,Used
2025 Hyundai Elantra SEL Convenience,New,,25630.0,482.0,Patrick Hyundai of Schaumburg,2025,Hyundai,,New
2018 Hyundai Tucson Value,Used,85117,16998.0,319.0,CarMax Tinley Park,2018,Hyundai,85117.0,Used
2015 Honda Civic EX-L,Used,74196,16998.0,319.0,CarMax Tinley Park,2015,Honda,74196.0,Used
2024 GMC Sierra 2500 AT4,Used,19245,82222.0,1545.0,Advantage Chevrolet of Bolingbrook,2024,GMC,19245.0,Used
2016 Kia Sorento EX,Used,171716,5920.0,111.0,Napleton Mazda of Naperville,2016,Kia,171716.0,Used
2022 Toyota Camry XSE,Used,31478,29298.0,551.0,Toyota of Naperville,2022,Toyota,31478.0,Used
2023 Mercedes-Benz Sprinter 2500 ROOF W/144 WB,Used,2256,51700.0,972.0,West Chicago Auto Mall,2023,Mercedes-Benz,2256.0,Used
2020 BMW 330 330i xDrive Premium PKG/19s,Used,61396,24444.0,459.0,Fletcher Jones Audi,2020,BMW,61396.0,Used
2024 Ford Bronco Big Bend,New,,53239.0,1001.0,Zeigler Ford of North Riverside,2024,Ford,,New
2023 Mercedes-Benz EQS 580,Used,16404,67998.0,1278.0,CarMax Independence Boulevard,2023,Mercedes-Benz,16404.0,Used
2025 Volkswagen Atlas Cross Sport 2.0T SEL,New,,48744.0,916.0,City Volkswagen Of Evanston,2025,Volkswagen,,New
2022 Volvo XC90 T6 Inscription,Used,14176,47998.0,902.0,CarMax Independence,2022,Volvo,14176.0,Used
2025 Nissan Pathfinder Platinum 4WD,New,,49845.0,937.0,Old Orchard Nissan,2025,Nissan,,New
2019 Ford Escape Titanium,Used,64167,16588.0,312.0,Jennings Chevy / VW,2019,Ford,64167.0,Used
2024 Ford Bronco Wildtrak,New,,64640.0,1215.0,Roesch Ford,2024,Ford,,New
2017 Ford Escape S,Used,100412,12599.0,237.0,CarMax Glencoe (Edens Expy),2017,Ford,100412.0,Used
2025 Hyundai Palisade SEL,New,,42324.0,796.0,Castle Hyundai Downers Grove,2025,Hyundai,,New
2025 Dodge Durango GT,New,,49053.0,922.0,Bettenhausen Chrysler Dodge Jeep RAM,2025,Dodge,,New
2024 Ford Bronco Big Bend,New,,40454.0,760.0,Ford of Homewood,2024,Ford,,New
2024 Ford Bronco Big Bend,New,,49477.0,930.0,Ford of Homewood,2024,Ford,,New
2025 Jeep Grand Cherokee Laredo,New,,35997.0,677.0,DuPage CDJR,2025,Jeep,,New
2025 Genesis GV70 3.5T Sport,New,,67560.0,1270.0,Genesis of Highland Park,2025,Genesis,,New
2025 Nissan Rogue S,New,,26369.0,496.0,Arlington Nissan,2025,Nissan,,New
2025 Acura Integra A-SPEC w/ Technology,New,,39795.0,748.0,Arlington Acura in Palatine,2025,Acura,,New
2025 Volkswagen Jetta GLI 2.0T Autobahn,New,,34237.0,644.0,Bill Jacobs VW,2025,Volkswagen,,New
2020 Chevrolet Tahoe Police,Used,31719,37795.0,710.0,Asia Motors Inc.,2020,Chevrolet,31719.0,Used
2024 Ford Bronco Outer Banks,New,,51188.0,962.0,Golf Mill Ford,2024,Ford,,New
2019 Mercedes-Benz GLS 450,Used,48087,37998.0,714.0,CarMax Huntsville,2019,Mercedes-Benz,48087.0,Used
2023 Chevrolet Colorado LT Trail Boss,Used,28316,36998.0,695.0,CarMax Lakeland,2023,Chevrolet,28316.0,Used
2024 Ford Bronco Badlands,New,,66040.0,1241.0,Westfield Ford,2024,Ford,,New
2025 Volkswagen Atlas Cross Sport 2.0T SEL,New,,48533.0,912.0,Jennings Chevy / VW,2025,Volkswagen,,New
2022 Ford Edge SEL,Used,57379,21998.0,413.0,CarMax Glencoe (Edens Expy),2022,Ford,57379.0,Used
2022 Volkswagen Jetta 1.5T S,Used,28371,18400.0,346.0,Haus of Imports,2022,Volkswagen,28371.0,Used
2019 Bentley Mulsanne Base,Used,15860,158959.0,2988.0,"Napleton Cadillac of Northbrook, Rolls-Royce Motor Cars Northbrook, Bentley Northbrook",2019,Bentley,15860.0,Used
2024 Ford Bronco Big Bend,New,,39998.0,752.0,Ford of Homewood,2024,Ford,,New
2025 Nissan Frontier PRO-4X,New,,45210.0,850.0,Glendale Nissan,2025,Nissan,,New
2025 Chevrolet Equinox 1LT,New,,31120.0,585.0,Tasca Chevrolet Wheeling,2025,Chevrolet,,New
2024 Genesis G70 2.5T,New,,37998.0,714.0,Genesis of Schaumburg,2024,Genesis,,New
2025 Kia Sportage Hybrid SX-Prestige,New,,37574.0,706.0,Schaumburg Kia,2025,Kia,,New
2024 Ford Bronco Black Diamond,New,,49814.0,936.0,Arlington Heights Ford,2024,Ford,,New
2024 Ford Bronco Black Diamond,New,,46250.0,869.0,Webb Ford,2024,Ford,,New
2024 Mercedes-Benz Sprinter 2500 High Roof,New,,80776.0,1518.0,Mercedes-Benz of Hoffman Estates,2024,Mercedes-Benz,,New
2021 Aston Martin Vantage Roadster,Used,7470,134900.0,2536.0,Lake Forest Sports Cars,2021,Aston Martin,7470.0,Used
2015 BMW M4 Base,Used,62346,34942.0,657.0,Vitaly,2015,BMW,62346.0,Used
2019 Ford Transit-150 Base,Used,180050,11995.0,225.0,Baha Auto of Cicero,2019,Ford,180050.0,Used
2025 Dodge Durango GT,New,,44500.0,836.0,Hawk CDJR,2025,Dodge,,New
2021 Chevrolet Malibu LT,Used,51740,18998.0,357.0,CarMax Albuquerque,2021,Chevrolet,51740.0,Used
2018 BMW 320 I,Used,48265,17998.0,338.0,CarMax Naples,2018,BMW,48265.0,Used
2023 Chevrolet Silverado 2500 High Country,Used,16414,69855.0,1313.0,Golf Mill Ford,2023,Chevrolet,16414.0,Used
2022 Audi A4 40 Premium,Used,22200,27599.0,519.0,Audi Morton Grove,2022,Audi,22200.0,Used
2025 Audi Q5 40 Premium Plus,New,,53530.0,1006.0,Audi Westmont,2025,Audi,,New
2019 Volkswagen Passat 2.0T SE R-Line,Used,77730,15988.0,301.0,McGrath Lexus of Westmont,2019,Volkswagen,77730.0,Used
2025 MINI Countryman Cooper ALL4,New,,41130.0,773.0,MINI of Glencoe North Shore,2025,MINI,,New
2018 Nissan Rogue S,Used,79394,15795.0,297.0,DriveTime of South Chicago,2018,Nissan,79394.0,Used
2018 Ford F-150 XLT,Used,89865,24997.0,470.0,Napleton River Oaks Hyundai Kia,2018,Ford,89865.0,Used
2025 Ford Explorer ST,New,,62101.0,1167.0,Packey Webb Ford,2025,Ford,,New
2024 Hyundai Elantra SEL,New,,23488.0,442.0,Patrick Hyundai of Schaumburg,2024,Hyundai,,New
2018 Honda Civic LX-P,Used,72646,18998.0,357.0,CarMax Tinley Park,2018,Honda,72646.0,Used
2018 Honda Accord EX-L,Used,57261,21500.0,404.0,Napleton's Arlington Heights Chrysler Dodge Jeep RAM,2018,Honda,57261.0,Used
2025 Mercedes-Benz GLE-Class GLE 450e,New,,76790.0,1443.0,Mercedes-Benz of Hoffman Estates,2025,Mercedes-Benz,,New
2025 Hyundai IONIQ 6 SEL,New,,43566.0,819.0,Hyundai of Palatine,2025,Hyundai,,New
2025 GMC Sierra 1500 Pro,New,,39500.0,742.0,Woody Buick GMC Naperville,2025,GMC,,New
2021 Chrysler Voyager LXI,Used,60582,18265.0,343.0,Western Avenue Nissan,2021,Chrysler,60582.0,Used
2025 Chevrolet Equinox FWD RS,New,,35760.0,672.0,Currie Motors Chevrolet,2025,Chevrolet,,New
2017 Subaru Forester 2.0XT Touring,Used,60362,19935.0,375.0,Mcgrath Evanston Subaru,2017,Subaru,60362.0,Used
2016 Chevrolet Spark EV LT,Used,37855,9998.0,188.0,CarMax Oceanside,2016,Chevrolet,37855.0,Used
2025 Volkswagen Atlas Cross Sport 2.0T SEL R-Line Black,New,,48205.0,906.0,Volkswagen of Oak Lawn,2025,Volkswagen,,New
2024 Dodge Hornet R/T Plus,Used,3449,32998.0,620.0,CarMax Bristol,2024,Dodge,3449.0,Used
2021 Audi Q7 45 Premium Plus,Used,36252,42691.0,802.0,Motorcars Express,2021,Audi,36252.0,Used
2025 MINI Hardtop Cooper,New,,32430.0,610.0,MINI of Glencoe North Shore,2025,MINI,,New
2024 BMW iX xDrive50,Used,4721,97995.0,1842.0,Laurel BMW of Westmont,2024,BMW,4721.0,Used
2021 Volkswagen Tiguan 2.0T SEL,Used,56120,22827.0,429.0,Volkswagen of Palatine,2021,Volkswagen,56120.0,Used
2025 Hyundai Tucson SE,New,,31099.0,585.0,Family Hyundai,2025,Hyundai,,New
2025 INFINITI QX60 Luxe,New,,59997.0,1128.0,INFINITI of Orland Park A Zeigler Auto Group Company,2025,INFINITI,,New
2025 GMC HUMMER EV SUV 3X,New,,107440.0,2020.0,Rizza Cadillac Buick GMC,2025,GMC,,New
2025 RAM ProMaster 1500 Base,New,,44461.0,836.0,DuPage CDJR,2025,RAM,,New
2023 Ford Maverick XLT,Used,21321,28133.0,529.0,Bettenhausen Fiat,2023,Ford,21321.0,Used
2024 Audi Q3 S line Premium,Audi Certified,2371,37445.0,704.0,The Audi Exchange,2024,Audi,2371.0,Certified
2025 Chevrolet Silverado 2500 WT,New,,51080.0,960.0,Garber Chevrolet Highland,2025,Chevrolet,,New
2025 Mercedes-Benz Sprinter 3500XD High Roof,New,,92251.0,1734.0,Mercedes-Benz of Hoffman Estates,2025,Mercedes-Benz,,New
2022 Ford Explorer XLT,Used,14423,36900.0,694.0,Fair Oaks Ford,2022,Ford,14423.0,Used
2025 Jeep Grand Cherokee L Laredo,New,,38330.0,720.0,Marino Chrysler Jeep Dodge RAM,2025,Jeep,,New
2025 Ford Bronco Sport Big Bend,New,,35150.0,661.0,Zeigler Ford of North Riverside,2025,Ford,,New
2017 Mazda CX-5 Grand Touring,Used,73378,19577.0,368.0,Sherman Dodge Chrysler Jeep RAM,2017,Mazda,73378.0,Used
